segment_id,split_label,anomaly_label,domain_shift_op,domain_shift_env,imp23absu_mic,ism330dhcx_acc,ism330dhcx_gyro
20240423_16_10_57_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_10_57_DataLog_0.parquet,ism330dhcx_acc_20240423_16_10_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_10_57_DataLog_0.parquet
20240423_13_19_58_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_19_58_DataLog_0.parquet,ism330dhcx_acc_20240423_13_19_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_19_58_DataLog_0.parquet
20240423_14_12_42_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_12_42_DataLog_0.parquet,ism330dhcx_acc_20240423_14_12_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_12_42_DataLog_0.parquet
20240423_13_10_45_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_10_45_DataLog_0.parquet,ism330dhcx_acc_20240423_13_10_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_10_45_DataLog_0.parquet
20240423_13_33_50_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_33_50_DataLog_0.parquet,ism330dhcx_acc_20240423_13_33_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_33_50_DataLog_0.parquet
20240423_14_28_37_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_28_37_DataLog_0.parquet,ism330dhcx_acc_20240423_14_28_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_28_37_DataLog_0.parquet
20240423_15_38_30_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_38_30_DataLog_0.parquet,ism330dhcx_acc_20240423_15_38_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_38_30_DataLog_0.parquet
20240423_12_42_28_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_42_28_DataLog_0.parquet,ism330dhcx_acc_20240423_12_42_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_42_28_DataLog_0.parquet
20240423_16_06_51_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_06_51_DataLog_0.parquet,ism330dhcx_acc_20240423_16_06_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_06_51_DataLog_0.parquet
20240423_14_13_02_segment_0,Normal_Source_Train,normal,spd1800,BckgF,imp23absu_mic_20240423_14_13_02_DataLog_0.parquet,ism330dhcx_acc_20240423_14_13_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_13_02_DataLog_0.parquet
20240423_14_34_45_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_34_45_DataLog_0.parquet,ism330dhcx_acc_20240423_14_34_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_34_45_DataLog_0.parquet
20240423_13_32_03_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_32_03_DataLog_0.parquet,ism330dhcx_acc_20240423_13_32_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_32_03_DataLog_0.parquet
20240423_15_42_59_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_42_59_DataLog_0.parquet,ism330dhcx_acc_20240423_15_42_59_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_42_59_DataLog_0.parquet
20240423_14_32_06_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_32_06_DataLog_0.parquet,ism330dhcx_acc_20240423_14_32_06_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_32_06_DataLog_0.parquet
20240423_16_34_23_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_34_23_DataLog_0.parquet,ism330dhcx_acc_20240423_16_34_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_34_23_DataLog_0.parquet
20240423_16_04_36_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_04_36_DataLog_0.parquet,ism330dhcx_acc_20240423_16_04_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_04_36_DataLog_0.parquet
20240423_16_38_15_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_38_15_DataLog_0.parquet,ism330dhcx_acc_20240423_16_38_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_38_15_DataLog_0.parquet
20240423_14_48_38_segment_0,Normal_Source_Train,normal,spd1900,BckgC,imp23absu_mic_20240423_14_48_38_DataLog_0.parquet,ism330dhcx_acc_20240423_14_48_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_48_38_DataLog_0.parquet
20240423_15_43_09_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_43_09_DataLog_0.parquet,ism330dhcx_acc_20240423_15_43_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_43_09_DataLog_0.parquet
20240423_12_56_50_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_56_50_DataLog_0.parquet,ism330dhcx_acc_20240423_12_56_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_56_50_DataLog_0.parquet
20240423_13_11_45_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_11_45_DataLog_0.parquet,ism330dhcx_acc_20240423_13_11_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_11_45_DataLog_0.parquet
20240423_15_57_50_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_57_50_DataLog_0.parquet,ism330dhcx_acc_20240423_15_57_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_57_50_DataLog_0.parquet
20240423_13_30_00_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_30_00_DataLog_0.parquet,ism330dhcx_acc_20240423_13_30_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_30_00_DataLog_0.parquet
20240423_16_35_31_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_35_31_DataLog_0.parquet,ism330dhcx_acc_20240423_16_35_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_35_31_DataLog_0.parquet
20240423_14_58_26_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_14_58_26_DataLog_0.parquet,ism330dhcx_acc_20240423_14_58_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_58_26_DataLog_0.parquet
20240423_14_05_25_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_05_25_DataLog_0.parquet,ism330dhcx_acc_20240423_14_05_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_05_25_DataLog_0.parquet
20240423_13_35_39_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_35_39_DataLog_0.parquet,ism330dhcx_acc_20240423_13_35_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_35_39_DataLog_0.parquet
20240423_14_14_41_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_14_41_DataLog_0.parquet,ism330dhcx_acc_20240423_14_14_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_14_41_DataLog_0.parquet
20240423_13_17_00_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_17_00_DataLog_0.parquet,ism330dhcx_acc_20240423_13_17_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_17_00_DataLog_0.parquet
20240423_16_05_53_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_16_05_53_DataLog_0.parquet,ism330dhcx_acc_20240423_16_05_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_05_53_DataLog_0.parquet
20240423_14_46_19_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_46_19_DataLog_0.parquet,ism330dhcx_acc_20240423_14_46_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_46_19_DataLog_0.parquet
20240423_13_00_08_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_13_00_08_DataLog_0.parquet,ism330dhcx_acc_20240423_13_00_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_00_08_DataLog_0.parquet
20240423_16_06_23_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_06_23_DataLog_0.parquet,ism330dhcx_acc_20240423_16_06_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_06_23_DataLog_0.parquet
20240423_13_21_37_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_21_37_DataLog_0.parquet,ism330dhcx_acc_20240423_13_21_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_21_37_DataLog_0.parquet
20240423_12_49_06_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_49_06_DataLog_0.parquet,ism330dhcx_acc_20240423_12_49_06_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_49_06_DataLog_0.parquet
20240423_13_26_43_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_26_43_DataLog_0.parquet,ism330dhcx_acc_20240423_13_26_43_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_26_43_DataLog_0.parquet
20240423_15_32_52_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_32_52_DataLog_0.parquet,ism330dhcx_acc_20240423_15_32_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_32_52_DataLog_0.parquet
20240423_13_46_54_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_46_54_DataLog_0.parquet,ism330dhcx_acc_20240423_13_46_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_46_54_DataLog_0.parquet
20240423_15_57_21_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_15_57_21_DataLog_0.parquet,ism330dhcx_acc_20240423_15_57_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_57_21_DataLog_0.parquet
20240423_15_37_41_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_37_41_DataLog_0.parquet,ism330dhcx_acc_20240423_15_37_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_37_41_DataLog_0.parquet
20240423_13_04_16_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_13_04_16_DataLog_0.parquet,ism330dhcx_acc_20240423_13_04_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_04_16_DataLog_0.parquet
20240423_13_07_57_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_07_57_DataLog_0.parquet,ism330dhcx_acc_20240423_13_07_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_07_57_DataLog_0.parquet
20240423_13_33_21_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_33_21_DataLog_0.parquet,ism330dhcx_acc_20240423_13_33_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_33_21_DataLog_0.parquet
20240423_12_57_29_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_12_57_29_DataLog_0.parquet,ism330dhcx_acc_20240423_12_57_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_57_29_DataLog_0.parquet
20240423_13_22_16_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_22_16_DataLog_0.parquet,ism330dhcx_acc_20240423_13_22_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_22_16_DataLog_0.parquet
20240423_15_35_02_segment_0,Normal_Source_Train,normal,spd2400,BckgD,imp23absu_mic_20240423_15_35_02_DataLog_0.parquet,ism330dhcx_acc_20240423_15_35_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_35_02_DataLog_0.parquet
20240423_13_26_23_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_26_23_DataLog_0.parquet,ism330dhcx_acc_20240423_13_26_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_26_23_DataLog_0.parquet
20240423_14_44_50_segment_0,Normal_Source_Train,normal,spd1900,BckgA,imp23absu_mic_20240423_14_44_50_DataLog_0.parquet,ism330dhcx_acc_20240423_14_44_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_44_50_DataLog_0.parquet
20240423_15_57_01_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_15_57_01_DataLog_0.parquet,ism330dhcx_acc_20240423_15_57_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_57_01_DataLog_0.parquet
20240423_13_42_25_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_42_25_DataLog_0.parquet,ism330dhcx_acc_20240423_13_42_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_42_25_DataLog_0.parquet
20240423_13_08_56_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_08_56_DataLog_0.parquet,ism330dhcx_acc_20240423_13_08_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_08_56_DataLog_0.parquet
20240423_16_02_30_segment_0,Normal_Source_Train,normal,spd2800,BckgF,imp23absu_mic_20240423_16_02_30_DataLog_0.parquet,ism330dhcx_acc_20240423_16_02_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_02_30_DataLog_0.parquet
20240423_15_50_01_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_50_01_DataLog_0.parquet,ism330dhcx_acc_20240423_15_50_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_50_01_DataLog_0.parquet
20240423_12_51_02_segment_0,Normal_Source_Train,normal,spd1500,BckgD,imp23absu_mic_20240423_12_51_02_DataLog_0.parquet,ism330dhcx_acc_20240423_12_51_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_51_02_DataLog_0.parquet
20240423_13_19_09_segment_0,Normal_Source_Train,normal,spd1600,BckgC,imp23absu_mic_20240423_13_19_09_DataLog_0.parquet,ism330dhcx_acc_20240423_13_19_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_19_09_DataLog_0.parquet
20240423_14_06_35_segment_0,Normal_Source_Train,normal,spd1800,BckgD,imp23absu_mic_20240423_14_06_35_DataLog_0.parquet,ism330dhcx_acc_20240423_14_06_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_06_35_DataLog_0.parquet
20240423_16_12_46_segment_0,Normal_Source_Train,normal,spd2800,BckgC,imp23absu_mic_20240423_16_12_46_DataLog_0.parquet,ism330dhcx_acc_20240423_16_12_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_12_46_DataLog_0.parquet
20240423_16_29_47_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_29_47_DataLog_0.parquet,ism330dhcx_acc_20240423_16_29_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_29_47_DataLog_0.parquet
20240423_15_01_30_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_01_30_DataLog_0.parquet,ism330dhcx_acc_20240423_15_01_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_01_30_DataLog_0.parquet
20240423_13_56_20_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_56_20_DataLog_0.parquet,ism330dhcx_acc_20240423_13_56_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_56_20_DataLog_0.parquet
20240423_13_13_33_segment_0,Normal_Source_Train,normal,spd1600,BckgA,imp23absu_mic_20240423_13_13_33_DataLog_0.parquet,ism330dhcx_acc_20240423_13_13_33_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_13_33_DataLog_0.parquet
20240423_15_13_07_segment_0,Normal_Source_Train,normal,spd2000,BckgD,imp23absu_mic_20240423_15_13_07_DataLog_0.parquet,ism330dhcx_acc_20240423_15_13_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_13_07_DataLog_0.parquet
20240423_13_46_34_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_46_34_DataLog_0.parquet,ism330dhcx_acc_20240423_13_46_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_46_34_DataLog_0.parquet
20240423_16_21_24_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_21_24_DataLog_0.parquet,ism330dhcx_acc_20240423_16_21_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_21_24_DataLog_0.parquet
20240423_13_43_24_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_43_24_DataLog_0.parquet,ism330dhcx_acc_20240423_13_43_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_43_24_DataLog_0.parquet
20240423_12_47_19_segment_0,Normal_Source_Train,normal,spd1500,BckgF,imp23absu_mic_20240423_12_47_19_DataLog_0.parquet,ism330dhcx_acc_20240423_12_47_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_47_19_DataLog_0.parquet
20240423_16_02_01_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_02_01_DataLog_0.parquet,ism330dhcx_acc_20240423_16_02_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_02_01_DataLog_0.parquet
20240423_13_15_12_segment_0,Normal_Source_Train,normal,spd1600,BckgF,imp23absu_mic_20240423_13_15_12_DataLog_0.parquet,ism330dhcx_acc_20240423_13_15_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_15_12_DataLog_0.parquet
20240423_13_03_07_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_13_03_07_DataLog_0.parquet,ism330dhcx_acc_20240423_13_03_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_03_07_DataLog_0.parquet
20240423_15_22_57_segment_0,Normal_Source_Train,normal,spd2400,BckgA,imp23absu_mic_20240423_15_22_57_DataLog_0.parquet,ism330dhcx_acc_20240423_15_22_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_22_57_DataLog_0.parquet
20240423_12_47_39_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_47_39_DataLog_0.parquet,ism330dhcx_acc_20240423_12_47_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_47_39_DataLog_0.parquet
20240423_12_49_45_segment_0,Normal_Source_Train,normal,spd1500,BckgD,imp23absu_mic_20240423_12_49_45_DataLog_0.parquet,ism330dhcx_acc_20240423_12_49_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_49_45_DataLog_0.parquet
20240423_14_39_42_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_39_42_DataLog_0.parquet,ism330dhcx_acc_20240423_14_39_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_39_42_DataLog_0.parquet
20240423_13_54_00_segment_0,Normal_Source_Train,normal,spd1700,BckgC,imp23absu_mic_20240423_13_54_00_DataLog_0.parquet,ism330dhcx_acc_20240423_13_54_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_54_00_DataLog_0.parquet
20240423_12_46_12_segment_0,Normal_Source_Train,normal,spd1500,BckgC,imp23absu_mic_20240423_12_46_12_DataLog_0.parquet,ism330dhcx_acc_20240423_12_46_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_46_12_DataLog_0.parquet
20240423_13_04_46_segment_0,Normal_Source_Train,normal,spd1500,BckgA,imp23absu_mic_20240423_13_04_46_DataLog_0.parquet,ism330dhcx_acc_20240423_13_04_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_04_46_DataLog_0.parquet
20240423_13_11_54_segment_0,Normal_Source_Train,normal,spd1600,BckgD,imp23absu_mic_20240423_13_11_54_DataLog_0.parquet,ism330dhcx_acc_20240423_13_11_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_11_54_DataLog_0.parquet
20240423_15_44_48_segment_0,Normal_Source_Train,normal,spd2400,BckgC,imp23absu_mic_20240423_15_44_48_DataLog_0.parquet,ism330dhcx_acc_20240423_15_44_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_44_48_DataLog_0.parquet
20240423_14_49_28_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_49_28_DataLog_0.parquet,ism330dhcx_acc_20240423_14_49_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_49_28_DataLog_0.parquet
20240423_15_01_40_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_01_40_DataLog_0.parquet,ism330dhcx_acc_20240423_15_01_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_01_40_DataLog_0.parquet
20240423_13_45_14_segment_0,Normal_Source_Train,normal,spd1700,BckgA,imp23absu_mic_20240423_13_45_14_DataLog_0.parquet,ism330dhcx_acc_20240423_13_45_14_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_45_14_DataLog_0.parquet
20240423_16_21_43_segment_0,Normal_Source_Train,normal,spd3000,BckgD,imp23absu_mic_20240423_16_21_43_DataLog_0.parquet,ism330dhcx_acc_20240423_16_21_43_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_21_43_DataLog_0.parquet
20240423_14_34_15_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_34_15_DataLog_0.parquet,ism330dhcx_acc_20240423_14_34_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_34_15_DataLog_0.parquet
20240423_15_04_15_segment_0,Normal_Source_Train,normal,spd2000,BckgA,imp23absu_mic_20240423_15_04_15_DataLog_0.parquet,ism330dhcx_acc_20240423_15_04_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_04_15_DataLog_0.parquet
20240423_13_02_47_segment_0,Normal_Source_Train,normal,spd1500,BckgD,imp23absu_mic_20240423_13_02_47_DataLog_0.parquet,ism330dhcx_acc_20240423_13_02_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_02_47_DataLog_0.parquet
20240423_15_51_30_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_15_51_30_DataLog_0.parquet,ism330dhcx_acc_20240423_15_51_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_51_30_DataLog_0.parquet
20240423_14_44_20_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_44_20_DataLog_0.parquet,ism330dhcx_acc_20240423_14_44_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_44_20_DataLog_0.parquet
20240423_14_41_12_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_41_12_DataLog_0.parquet,ism330dhcx_acc_20240423_14_41_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_41_12_DataLog_0.parquet
20240423_14_33_36_segment_0,Normal_Source_Train,normal,spd1900,BckgD,imp23absu_mic_20240423_14_33_36_DataLog_0.parquet,ism330dhcx_acc_20240423_14_33_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_33_36_DataLog_0.parquet
20240423_15_22_18_segment_0,Normal_Source_Train,normal,spd2400,BckgF,imp23absu_mic_20240423_15_22_18_DataLog_0.parquet,ism330dhcx_acc_20240423_15_22_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_22_18_DataLog_0.parquet
20240423_16_09_19_segment_0,Normal_Source_Train,normal,spd2800,BckgA,imp23absu_mic_20240423_16_09_19_DataLog_0.parquet,ism330dhcx_acc_20240423_16_09_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_09_19_DataLog_0.parquet
20240423_15_09_15_segment_0,Normal_Source_Train,normal,spd2000,BckgF,imp23absu_mic_20240423_15_09_15_DataLog_0.parquet,ism330dhcx_acc_20240423_15_09_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_09_15_DataLog_0.parquet
20240423_13_43_34_segment_0,Normal_Source_Train,normal,spd1700,BckgF,imp23absu_mic_20240423_13_43_34_DataLog_0.parquet,ism330dhcx_acc_20240423_13_43_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_43_34_DataLog_0.parquet
20240423_13_50_01_segment_0,Normal_Source_Train,normal,spd1700,BckgD,imp23absu_mic_20240423_13_50_01_DataLog_0.parquet,ism330dhcx_acc_20240423_13_50_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_50_01_DataLog_0.parquet
20240423_14_47_48_segment_0,Normal_Source_Train,normal,spd1900,BckgF,imp23absu_mic_20240423_14_47_48_DataLog_0.parquet,ism330dhcx_acc_20240423_14_47_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_47_48_DataLog_0.parquet
20240423_15_59_27_segment_0,Normal_Source_Train,normal,spd2800,BckgD,imp23absu_mic_20240423_15_59_27_DataLog_0.parquet,ism330dhcx_acc_20240423_15_59_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_59_27_DataLog_0.parquet
20240423_16_23_51_segment_0,Normal_Source_Train,normal,spd3000,BckgF,imp23absu_mic_20240423_16_23_51_DataLog_0.parquet,ism330dhcx_acc_20240423_16_23_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_23_51_DataLog_0.parquet
20240423_16_20_34_segment_0,Normal_Source_Train,normal,spd3000,BckgA,imp23absu_mic_20240423_16_20_34_DataLog_0.parquet,ism330dhcx_acc_20240423_16_20_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_20_34_DataLog_0.parquet
